,Unnamed: 0,Unnamed: 0.1,First_Name,Last_Name,player_id,Position,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Team,Home_Away,win,Team_points,Min_played,Crowd,Stadium_Cap,game_id,game_date,Player
27396,5950,5950,Joel,Embiid,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76ers,1,0,106,00:00,19523,20328,cab736be-50bb-40fd-99ab-22aea2f9ad40,2017-03-04T23:00:00+00:00,Joel Embiid
27404,5958,5958,Andre,Drummond,440b769d-2b8b-477f-80d7-cb21d83c0d52,C,14,0.0,53.846,0.0,2,14,5,4,1,0,0,1,Pistons,0,1,136,31:47,19523,20328,cab736be-50bb-40fd-99ab-22aea2f9ad40,2017-03-04T23:00:00+00:00,Andre Drummond
27424,5978,5978,Hassan,Whiteside,3b8024e6-5872-4ceb-b675-415715527776,C,20,100.0,64.286,0.0,0,13,4,0,0,0,0,1,Heat,1,1,120,28:10,19600,19600,2390a252-bae7-4d7c-be5c-81f252a54666,2017-03-05T01:00:00+00:00,Hassan Whiteside
27432,5986,5986,LeBron,James,0afbe608-940a-4d5d-a1f7-468718c67d91,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Cavaliers,0,0,92,00:00,19600,19600,2390a252-bae7-4d7c-be5c-81f252a54666,2017-03-05T01:00:00+00:00,LeBron James
27439,5993,5993,Kyrie,Irving,dd146010-902b-4ad7-b98c-650d0363a2f0,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Cavaliers,0,0,92,00:00,19600,19600,2390a252-bae7-4d7c-be5c-81f252a54666,2017-03-05T01:00:00+00:00,Kyrie Irving
27453,6007,6007,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,G-F,24,83.3,80.0,25.0,0,3,0,1,4,0,0,2,Bucks,1,1,101,30:18,16775,18717,95a98969-5137-4e56-922f-8c8ff2fc9ae8,2017-03-05T01:00:00+00:00,Khris Middleton
27454,6008,6008,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,21,83.3,61.538,0.0,4,10,2,0,2,0,0,1,Bucks,1,1,101,35:16,16775,18717,95a98969-5137-4e56-922f-8c8ff2fc9ae8,2017-03-05T01:00:00+00:00,Giannis Antetokounmpo
27463,6017,6017,Jonas,Valanciunas,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,C,13,75.0,100.0,0.0,1,7,0,0,3,0,0,2,Raptors,0,0,94,21:11,16775,18717,95a98969-5137-4e56-922f-8c8ff2fc9ae8,2017-03-05T01:00:00+00:00,Jonas Valanciunas
27469,6023,6023,DeMar,DeRozan,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,G,11,100.0,41.667,0.0,4,3,0,0,3,0,0,3,Raptors,0,0,94,31:18,16775,18717,95a98969-5137-4e56-922f-8c8ff2fc9ae8,2017-03-05T01:00:00+00:00,DeMar DeRozan
27483,6037,6037,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,G-F,16,87.5,50.0,100.0,6,4,2,3,1,0,0,2,Bulls,1,0,91,36:25,22807,20917,d838e02e-2da8-418a-9593-ad98938131e4,2017-03-05T01:30:00+00:00,Jimmy Butler
27494,6048,6048,Chris,Paul,942c53e3-7268-44e3-b0a9-fdff55a72c03,G,17,50.0,50.0,50.0,4,2,0,2,2,0,0,1,Clippers,0,1,101,32:31,22807,20917,d838e02e-2da8-418a-9593-ad98938131e4,2017-03-05T01:30:00+00:00,Chris Paul
27499,6053,6053,DeAndre,Jordan,0036a1fa-ff9a-44a5-8061-68b828ee2b1e,C,6,0.0,60.0,0.0,3,14,4,0,3,0,0,3,Clippers,0,1,101,30:52,22807,20917,d838e02e-2da8-418a-9593-ad98938131e4,2017-03-05T01:30:00+00:00,DeAndre Jordan
27505,6059,6059,Kawhi,Leonard,c12fb587-fc86-471c-8a84-19caf31325ce,F,34,91.7,50.0,20.0,5,10,1,6,1,0,0,1,Spurs,1,1,97,43:55,18418,18418,ace476d3-9ec9-48b9-a2a3-1f0795e24aeb,2017-03-05T02:00:00+00:00,Kawhi Leonard
27526,6080,6080,Karl-Anthony,Towns,ab532a66-9314-4d57-ade7-bb54a70c65ad,F-C,24,75.0,64.286,0.0,1,14,6,1,4,0,0,2,Timberwolves,0,0,90,45:41,18418,18418,ace476d3-9ec9-48b9-a2a3-1f0795e24aeb,2017-03-05T02:00:00+00:00,Karl-Anthony Towns
27537,6091,6091,Nikola,Jokic,f2625432-3903-4f90-9b0b-2e4f63856bb0,C,31,62.5,86.667,0.0,4,14,3,1,1,0,0,4,Nuggets,1,0,102,32:55,14708,19155,ee47dde3-045f-4ada-a598-669664a4f45e,2017-03-05T02:00:00+00:00,Nikola Jokic
27551,6105,6105,Kemba,Walker,a35ee8ed-f1db-4f7e-bb17-f823e8ee0b38,G,27,100.0,25.0,55.6,4,4,1,2,0,0,0,1,Hornets,0,1,112,37:51,14708,19155,ee47dde3-045f-4ada-a598-669664a4f45e,2017-03-05T02:00:00+00:00,Kemba Walker
27555,6109,6109,Christian,Wood,98100660-988b-4e71-a89e-f35839964483,F,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,Hornets,0,1,112,5:26,14708,19155,ee47dde3-045f-4ada-a598-669664a4f45e,2017-03-05T02:00:00+00:00,Christian Wood
27566,6120,6120,Clint,Capela,c37dafbb-a269-41f6-813f-bdb4da388203,C,24,80.0,57.143,0.0,2,11,4,0,4,0,0,0,Rockets,1,1,123,28:53,18055,18055,fa0f609b-7654-4613-aa2e-6137dfaa3a30,2017-03-05T02:00:00+00:00,Clint Capela
27567,6121,6121,James,Harden,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,G,33,69.2,60.0,60.0,11,7,1,2,2,0,0,5,Rockets,1,1,123,36:20,18055,18055,fa0f609b-7654-4613-aa2e-6137dfaa3a30,2017-03-05T02:00:00+00:00,James Harden
27568,6122,6122,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Rockets,1,1,123,00:00,18055,18055,fa0f609b-7654-4613-aa2e-6137dfaa3a30,2017-03-05T02:00:00+00:00,Montrezl Harrell
27595,6149,6149,Damian,Lillard,5382cf43-3a79-4a5a-a7fd-153906fe65dd,G,19,75.0,50.0,33.3,11,5,0,0,2,0,0,4,Trail Blazers,1,1,130,35:57,19638,19980,4497f476-4c28-4607-8e27-f21ef5247158,2017-03-05T03:00:00+00:00,Damian Lillard
27634,6188,6188,Paul,George,db09f372-9a17-4889-add7-bf8a75ab6da6,F,34,80.0,60.0,66.7,4,5,0,1,3,0,0,5,Pacers,0,1,97,38:26,15366,18118,09fb78b1-abd5-4736-b1ba-c4a51a9b251e,2017-03-05T18:00:00+00:00,Paul George
27649,6203,6203,Derrick,Rose,48341095-ae5a-4d61-bcc8-1b0ceed870b2,G,28,90.9,52.941,0.0,4,1,0,1,4,0,0,2,Knicks,1,0,105,34:46,19812,19812,85e7b960-acad-4cdf-a354-0141c55e2123,2017-03-05T20:30:00+00:00,Derrick Rose
27656,6210,6210,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,24,100.0,46.667,33.3,2,15,4,0,3,0,0,2,Knicks,1,0,105,40:18,19812,19812,85e7b960-acad-4cdf-a354-0141c55e2123,2017-03-05T20:30:00+00:00,Kristaps Porzingis
27687,6241,6241,Bradley,Beal,ff461754-ad20-4eeb-af02-2b46cc980b24,G,32,100.0,56.25,60.0,4,3,1,2,1,0,0,1,Wizards,1,1,115,40:43,19195,20356,76bfdc3d-22d4-426e-a413-f85f31c7d80c,2017-03-05T22:00:00+00:00,Bradley Beal
27702,6256,6256,Nikola,Vucevic,7366b2b7-5959-4dd9-9204-760e861b3119,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Magic,0,0,114,00:00,19195,20356,76bfdc3d-22d4-426e-a413-f85f31c7d80c,2017-03-05T22:00:00+00:00,Nikola Vucevic
27718,6272,6272,Devin,Booker,31baa84f-c759-4f92-8e1f-a92305ade3d6,G,16,83.3,57.143,33.3,0,5,0,1,5,0,0,1,Suns,1,1,109,27:23,16790,18422,92a16403-a880-4736-9553-cdb53623c8f0,2017-03-05T22:00:00+00:00,Devin Booker
27759,6313,6313,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,16,0.0,72.727,0.0,3,23,5,1,3,0,0,0,Jazz,0,1,110,41:27,17608,17500,ebb0fa62-65f5-45a9-9ae8-9cc2ffc15ad5,2017-03-05T23:00:00+00:00,Rudy Gobert
27778,6332,6332,Nerlens,Noel,2012f4fd-98e0-4080-98a7-0cfb9de87067,F-C,13,100.0,85.714,0.0,0,4,2,0,5,0,0,2,Mavericks,1,1,104,16:16,20232,19200,63561b89-5357-4b39-975a-120654810905,2017-03-06T01:30:00+00:00,Nerlens Noel
27781,6335,6335,Steven,Adams,a208e22a-6b63-45f9-b7c6-bf913a68f3df,C,19,60.0,80.0,0.0,1,5,3,1,2,0,0,4,Thunder,0,0,89,25:09,20232,19200,63561b89-5357-4b39-975a-120654810905,2017-03-06T01:30:00+00:00,Steven Adams
27787,6341,6341,Enes,Kanter,5fb038ef-a3bf-4f52-afce-4f5bd074bb88,C,16,40.0,53.846,0.0,2,10,6,1,2,0,0,3,Thunder,0,0,89,18:40,20232,19200,63561b89-5357-4b39-975a-120654810905,2017-03-06T01:30:00+00:00,Enes Kanter
27789,6343,6343,Domantas,Sabonis,22038780-8c50-4211-a99e-656d983e5207,F,3,50.0,33.333,0.0,1,7,0,0,3,0,0,1,Thunder,0,0,89,19:54,20232,19200,63561b89-5357-4b39-975a-120654810905,2017-03-06T01:30:00+00:00,Domantas Sabonis
27795,6349,6349,Russell,Westbrook,74a45eed-f2b0-4886-ae71-d04cf7d59528,G,29,84.6,42.857,20.0,5,6,0,2,4,1,1,1,Thunder,0,0,89,34:01,20232,19200,63561b89-5357-4b39-975a-120654810905,2017-03-06T01:30:00+00:00,Russell Westbrook
27801,6355,6355,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Lakers,1,0,97,00:00,18997,19060,d88a8ed8-4c7f-46c7-8df8-bf0905460154,2017-03-06T02:30:00+00:00,Ivica Zubac
27825,6379,6379,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F-C,31,64.7,47.619,0.0,2,9,2,2,0,0,0,1,Pelicans,0,1,105,36:28,18997,19060,d88a8ed8-4c7f-46c7-8df8-bf0905460154,2017-03-06T02:30:00+00:00,Anthony Davis
27827,6381,6381,LeBron,James,0afbe608-940a-4d5d-a1f7-468718c67d91,F,30,60.0,52.941,40.0,6,17,3,1,2,0,0,3,Cavaliers,1,0,98,38:41,20562,20562,125ea9ff-0a58-4295-bf2e-a1b21d6b7b90,2017-03-07T00:00:00+00:00,LeBron James
27836,6390,6390,Kyrie,Irving,dd146010-902b-4ad7-b98c-650d0363a2f0,G,32,85.7,43.75,44.4,3,7,2,0,1,0,1,3,Cavaliers,1,0,98,39:38,20562,20562,125ea9ff-0a58-4295-bf2e-a1b21d6b7b90,2017-03-07T00:00:00+00:00,Kyrie Irving
27842,6396,6396,Hassan,Whiteside,3b8024e6-5872-4ceb-b675-415715527776,C,13,83.3,40.0,0.0,1,11,2,1,3,0,0,2,Heat,0,1,106,36:19,20562,20562,125ea9ff-0a58-4295-bf2e-a1b21d6b7b90,2017-03-07T00:00:00+00:00,Hassan Whiteside
27860,6414,6414,Ben,Simmons,318debd7-dab6-4d4e-8849-03c4c701a7c8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76ers,1,0,98,00:00,18351,20328,a447b38c-8e23-4046-b3b2-f79387dee463,2017-03-07T00:00:00+00:00,Ben Simmons
27864,6418,6418,Joel,Embiid,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76ers,1,0,98,00:00,18351,20328,a447b38c-8e23-4046-b3b2-f79387dee463,2017-03-07T00:00:00+00:00,Joel Embiid
27873,6427,6427,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,G-F,13,50.0,60.0,40.0,8,5,1,0,2,0,0,4,Bucks,0,1,112,31:36,18351,20328,a447b38c-8e23-4046-b3b2-f79387dee463,2017-03-07T00:00:00+00:00,Khris Middleton
27881,6435,6435,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,24,75.0,54.545,50.0,5,8,1,2,1,0,0,0,Bucks,0,1,112,34:53,18351,20328,a447b38c-8e23-4046-b3b2-f79387dee463,2017-03-07T00:00:00+00:00,Giannis Antetokounmpo
27890,6444,6444,Nikola,Vucevic,7366b2b7-5959-4dd9-9204-760e861b3119,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Magic,1,0,105,00:00,16046,18846,ca31504b-362e-42c7-a2a3-d17c8706c2a0,2017-03-07T00:00:00+00:00,Nikola Vucevic
27906,6460,6460,Derrick,Rose,48341095-ae5a-4d61-bcc8-1b0ceed870b2,G,12,100.0,22.222,0.0,6,5,0,0,0,0,0,2,Knicks,0,1,113,27:14,16046,18846,ca31504b-362e-42c7-a2a3-d17c8706c2a0,2017-03-07T00:00:00+00:00,Derrick Rose
27913,6467,6467,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,14,100.0,50.0,0.0,1,7,2,0,4,0,0,1,Knicks,0,1,113,30:07,16046,18846,ca31504b-362e-42c7-a2a3-d17c8706c2a0,2017-03-07T00:00:00+00:00,Kristaps Porzingis
27916,6470,6470,Andre,Drummond,440b769d-2b8b-477f-80d7-cb21d83c0d52,C,14,50.0,62.5,0.0,0,8,1,1,2,0,0,0,Pistons,1,1,109,29:30,16039,19971,20ee0a7e-7960-4e4c-808c-07abee302dde,2017-03-07T00:30:00+00:00,Andre Drummond
27931,6485,6485,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,G-F,27,92.3,60.0,16.7,4,9,3,1,0,0,0,5,Bulls,0,0,95,39:01,16039,19971,20ee0a7e-7960-4e4c-808c-07abee302dde,2017-03-07T00:30:00+00:00,Jimmy Butler
28004,6558,6558,Kemba,Walker,a35ee8ed-f1db-4f7e-bb17-f823e8ee0b38,G,28,100.0,46.154,44.4,7,6,2,1,1,0,0,1,Hornets,1,1,100,34:53,16387,19077,8f25d041-fca3-42e2-a79a-ec71cc35071a,2017-03-07T01:00:00+00:00,Kemba Walker
28019,6573,6573,Christian,Wood,98100660-988b-4e71-a89e-f35839964483,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Hornets,1,1,100,00:00,16387,19077,8f25d041-fca3-42e2-a79a-ec71cc35071a,2017-03-07T01:00:00+00:00,Christian Wood
28033,6587,6587,Paul,George,db09f372-9a17-4889-add7-bf8a75ab6da6,F,36,0.0,81.818,42.9,5,10,0,0,4,0,0,6,Pacers,0,0,88,36:27,16387,19077,8f25d041-fca3-42e2-a79a-ec71cc35071a,2017-03-07T01:00:00+00:00,Paul George
28035,6589,6589,Kawhi,Leonard,c12fb587-fc86-471c-8a84-19caf31325ce,F,39,100.0,61.538,80.0,5,6,0,1,1,0,0,1,Spurs,1,1,112,39:00,18418,18418,18ecc6cb-2ee3-4c60-a328-1786250cf4dc,2017-03-07T01:30:00+00:00,Kawhi Leonard
28051,6605,6605,James,Harden,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,G,39,87.5,63.636,66.7,12,3,1,0,2,0,0,7,Rockets,0,0,110,36:00,18418,18418,18ecc6cb-2ee3-4c60-a328-1786250cf4dc,2017-03-07T01:30:00+00:00,James Harden
28054,6608,6608,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Rockets,0,0,110,00:00,18418,18418,18ecc6cb-2ee3-4c60-a328-1786250cf4dc,2017-03-07T01:30:00+00:00,Montrezl Harrell
28057,6611,6611,Clint,Capela,c37dafbb-a269-41f6-813f-bdb4da388203,C,12,0.0,54.545,0.0,0,8,2,1,4,0,0,1,Rockets,0,0,110,24:52,18418,18418,18ecc6cb-2ee3-4c60-a328-1786250cf4dc,2017-03-07T01:30:00+00:00,Clint Capela
28067,6621,6621,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,15,100.0,60.0,0.0,3,16,8,2,4,0,0,2,Jazz,1,1,88,35:59,19649,19911,4065bc12-1e06-40c0-a518-536cece1da64,2017-03-07T02:00:00+00:00,Rudy Gobert
28080,6634,6634,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F-C,20,83.3,42.857,33.3,1,12,5,2,2,0,0,5,Pelicans,0,0,83,37:18,19649,19911,4065bc12-1e06-40c0-a518-536cece1da64,2017-03-07T02:00:00+00:00,Anthony Davis
28099,6653,6653,Nikola,Jokic,f2625432-3903-4f90-9b0b-2e4f63856bb0,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Nuggets,1,1,108,00:00,11614,19155,e0cdb53c-eb3b-44d3-90f0-3bb299a2f6bc,2017-03-07T02:00:00+00:00,Nikola Jokic
28122,6676,6676,Chris,Paul,942c53e3-7268-44e3-b0a9-fdff55a72c03,G,23,75.0,63.636,33.3,4,5,1,3,1,0,0,5,Clippers,1,1,116,30:09,19283,19060,9e957243-f6e9-4b88-8995-bf3bc6f96efa,2017-03-07T03:30:00+00:00,Chris Paul
28133,6687,6687,DeAndre,Jordan,0036a1fa-ff9a-44a5-8061-68b828ee2b1e,C,15,18.8,85.714,0.0,0,12,3,0,1,0,0,0,Clippers,1,1,116,28:26,19283,19060,9e957243-f6e9-4b88-8995-bf3bc6f96efa,2017-03-07T03:30:00+00:00,DeAndre Jordan
28149,6703,6703,Enes,Kanter,5fb038ef-a3bf-4f52-afce-4f5bd074bb88,C,11,100.0,83.333,0.0,1,7,2,0,1,0,0,4,Thunder,1,0,121,17:52,18203,18203,88528057-11ab-4ae9-9c89-12e0e30d3ac9,2017-03-08T01:00:00+00:00,Enes Kanter
28155,6709,6709,Domantas,Sabonis,22038780-8c50-4211-a99e-656d983e5207,F,8,100.0,50.0,0.0,0,4,1,0,1,0,0,1,Thunder,1,0,121,20:47,18203,18203,88528057-11ab-4ae9-9c89-12e0e30d3ac9,2017-03-08T01:00:00+00:00,Domantas Sabonis
28162,6716,6716,Steven,Adams,a208e22a-6b63-45f9-b7c6-bf913a68f3df,C,4,40.0,100.0,0.0,0,3,0,0,3,0,0,0,Thunder,1,0,121,28:31,18203,18203,88528057-11ab-4ae9-9c89-12e0e30d3ac9,2017-03-08T01:00:00+00:00,Steven Adams
28163,6717,6717,Russell,Westbrook,74a45eed-f2b0-4886-ae71-d04cf7d59528,G,58,81.3,60.0,33.3,9,3,1,3,4,0,0,4,Thunder,1,0,121,35:56,18203,18203,88528057-11ab-4ae9-9c89-12e0e30d3ac9,2017-03-08T01:00:00+00:00,Russell Westbrook
28173,6727,6727,Damian,Lillard,5382cf43-3a79-4a5a-a7fd-153906fe65dd,G,22,80.0,54.545,33.3,8,3,1,1,0,0,0,1,Trail Blazers,0,1,126,36:03,18203,18203,88528057-11ab-4ae9-9c89-12e0e30d3ac9,2017-03-08T01:00:00+00:00,Damian Lillard
28189,6743,6743,Nerlens,Noel,2012f4fd-98e0-4080-98a7-0cfb9de87067,F-C,11,75.0,50.0,0.0,1,13,3,0,1,0,0,0,Mavericks,1,1,122,22:41,20484,19200,63af80c6-1c27-4251-98a1-926a6e378358,2017-03-08T01:30:00+00:00,Nerlens Noel
28206,6760,6760,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Lakers,0,0,111,00:00,20484,19200,63af80c6-1c27-4251-98a1-926a6e378358,2017-03-08T01:30:00+00:00,Ivica Zubac
28213,6767,6767,Devin,Booker,31baa84f-c759-4f92-8e1f-a92305ade3d6,G,25,83.3,36.364,57.1,6,4,1,0,2,0,0,6,Suns,1,0,127,37:36,16372,18422,eeaad3e0-b5f7-4c58-903a-78ba50f36297,2017-03-08T02:00:00+00:00,Devin Booker
28228,6782,6782,Bradley,Beal,ff461754-ad20-4eeb-af02-2b46cc980b24,G,27,71.4,53.333,40.0,0,3,1,2,1,0,0,2,Wizards,0,1,131,32:48,16372,18422,eeaad3e0-b5f7-4c58-903a-78ba50f36297,2017-03-08T02:00:00+00:00,Bradley Beal
28241,6795,6795,Nikola,Vucevic,7366b2b7-5959-4dd9-9204-760e861b3119,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Magic,1,1,98,00:00,16063,18846,27d2ef8d-4add-460a-8901-d839f03bdf91,2017-03-09T00:00:00+00:00,Nikola Vucevic
28252,6806,6806,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,G-F,21,80.0,30.769,37.5,9,4,1,1,0,0,0,5,Bulls,0,0,91,38:15,16063,18846,27d2ef8d-4add-460a-8901-d839f03bdf91,2017-03-09T00:00:00+00:00,Jimmy Butler
28272,6826,6826,Hassan,Whiteside,3b8024e6-5872-4ceb-b675-415715527776,C,10,66.7,57.143,0.0,0,15,5,2,1,0,0,1,Heat,1,1,108,35:22,19600,19600,138db595-a7d0-466b-b4ab-9650393d8cb0,2017-03-09T00:30:00+00:00,Hassan Whiteside
28281,6835,6835,Kemba,Walker,a35ee8ed-f1db-4f7e-bb17-f823e8ee0b38,G,33,100.0,46.154,45.5,1,4,0,1,2,0,0,3,Hornets,0,0,101,37:38,19600,19600,138db595-a7d0-466b-b4ab-9650393d8cb0,2017-03-09T00:30:00+00:00,Kemba Walker
28287,6841,6841,Christian,Wood,98100660-988b-4e71-a89e-f35839964483,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Hornets,0,0,101,2:11,19600,19600,138db595-a7d0-466b-b4ab-9650393d8cb0,2017-03-09T00:30:00+00:00,Christian Wood
28328,6882,6882,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F,12,100.0,83.333,0.0,1,2,1,0,3,0,0,0,Rockets,1,0,108,16:16,16230,18055,42915aed-5e28-4216-bdc0-e48ec9d7477b,2017-03-09T01:00:00+00:00,Montrezl Harrell
28330,6884,6884,James,Harden,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,G,35,93.8,71.429,0.0,6,4,0,2,1,0,0,6,Rockets,1,0,108,37:04,16230,18055,42915aed-5e28-4216-bdc0-e48ec9d7477b,2017-03-09T01:00:00+00:00,James Harden
28332,6886,6886,Clint,Capela,c37dafbb-a269-41f6-813f-bdb4da388203,C,19,16.7,69.23100000000001,0.0,2,12,6,0,4,0,0,1,Rockets,1,0,108,31:44,16230,18055,42915aed-5e28-4216-bdc0-e48ec9d7477b,2017-03-09T01:00:00+00:00,Clint Capela
28340,6894,6894,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,23,75.0,87.5,0.0,1,10,2,1,4,0,0,2,Jazz,0,1,115,36:01,16230,18055,42915aed-5e28-4216-bdc0-e48ec9d7477b,2017-03-09T01:00:00+00:00,Rudy Gobert
28360,6914,6914,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,G-F,18,0.0,100.0,66.7,4,3,0,1,2,0,0,0,Bucks,1,1,104,27:46,13767,18717,64181534-d41c-4bab-89ca-c62a2a7cbf7c,2017-03-09T01:00:00+00:00,Khris Middleton
28364,6918,6918,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,32,76.9,55.0,0.0,7,13,6,4,2,0,0,1,Bucks,1,1,104,41:11,13767,18717,64181534-d41c-4bab-89ca-c62a2a7cbf7c,2017-03-09T01:00:00+00:00,Giannis Antetokounmpo
28369,6923,6923,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,13,50.0,30.0,40.0,2,8,1,0,2,0,0,2,Knicks,0,0,93,36:50,13767,18717,64181534-d41c-4bab-89ca-c62a2a7cbf7c,2017-03-09T01:00:00+00:00,Kristaps Porzingis
28372,6926,6926,Derrick,Rose,48341095-ae5a-4d61-bcc8-1b0ceed870b2,G,26,0.0,81.25,0.0,6,1,0,0,0,0,0,2,Knicks,0,0,93,38:43,13767,18717,64181534-d41c-4bab-89ca-c62a2a7cbf7c,2017-03-09T01:00:00+00:00,Derrick Rose
28394,6948,6948,Paul,George,db09f372-9a17-4889-add7-bf8a75ab6da6,F,21,100.0,57.143,60.0,2,8,0,0,2,0,0,1,Pacers,1,1,115,29:04,14353,18165,a39dca6e-3d43-4e40-af43-368762c4382b,2017-03-09T01:00:00+00:00,Paul George
28402,6956,6956,Andre,Drummond,440b769d-2b8b-477f-80d7-cb21d83c0d52,C,14,40.0,54.545,0.0,1,15,6,2,4,0,0,1,Pistons,0,0,98,26:22,14353,18165,a39dca6e-3d43-4e40-af43-368762c4382b,2017-03-09T01:00:00+00:00,Andre Drummond
28424,6978,6978,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F-C,7,60.0,50.0,0.0,1,4,0,0,1,0,0,1,Pelicans,1,0,87,17:07,14543,16867,b9f4ea2d-c148-453c-819f-50cf659e6833,2017-03-09T01:00:00+00:00,Anthony Davis
28437,6991,6991,DeMar,DeRozan,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,G,14,66.7,35.714,0.0,6,2,1,3,0,0,0,0,Raptors,0,1,94,37:38,14543,16867,b9f4ea2d-c148-453c-819f-50cf659e6833,2017-03-09T01:00:00+00:00,DeMar DeRozan
28439,6993,6993,Jonas,Valanciunas,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,C,25,63.6,69.23100000000001,0.0,2,12,3,0,4,0,1,2,Raptors,0,1,94,33:32,14543,16867,b9f4ea2d-c148-453c-819f-50cf659e6833,2017-03-09T01:00:00+00:00,Jonas Valanciunas
28445,6999,6999,Karl-Anthony,Towns,ab532a66-9314-4d57-ade7-bb54a70c65ad,F-C,29,0.0,81.25,20.0,2,14,4,0,3,0,0,1,Timberwolves,1,1,107,34:58,14933,19356,ff3aff74-1a60-4ece-a744-12bb04cf7871,2017-03-09T01:00:00+00:00,Karl-Anthony Towns
28460,7014,7014,DeAndre,Jordan,0036a1fa-ff9a-44a5-8061-68b828ee2b1e,C,20,40.0,81.818,0.0,1,13,5,0,4,0,0,0,Clippers,0,0,91,30:22,14933,19356,ff3aff74-1a60-4ece-a744-12bb04cf7871,2017-03-09T01:00:00+00:00,DeAndre Jordan
28461,7015,7015,Chris,Paul,942c53e3-7268-44e3-b0a9-fdff55a72c03,G,7,0.0,40.0,25.0,10,3,1,1,2,0,0,3,Clippers,0,0,91,32:10,14933,19356,ff3aff74-1a60-4ece-a744-12bb04cf7871,2017-03-09T01:00:00+00:00,Chris Paul
28475,7029,7029,Kawhi,Leonard,c12fb587-fc86-471c-8a84-19caf31325ce,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Spurs,1,1,114,00:00,18418,18418,b1870491-5cd3-4731-b282-5100be101e8a,2017-03-09T01:30:00+00:00,Kawhi Leonard
28505,7059,7059,Nikola,Jokic,f2625432-3903-4f90-9b0b-2e4f63856bb0,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Nuggets,1,0,113,00:00,12323,19155,1a03d409-9044-43ec-87eb-d0114ff7b3a0,2017-03-09T02:00:00+00:00,Nikola Jokic
